User_Id,username,Place_Id,Place_Ratings
670,jennifermiller12,321,3
2279,jameshelms62,159,2
8593,susanwhitney603,397,5
7775,williamrodriquez46,391,2
4707,lyyf14e1,407,3
5610,mitsuehumes543,301,2
5967,3a2wwimy,143,4
8078,reynaldohernandes88,27,2
1508,patriciacook423,283,4
1728,gzvx57y6,190,2
5054,danieldillion591,346,4
6066,iyntxgra,67,4
2411,andrewroberts852,381,3
5023,armandgrace573,368,3
8065,ramonawilkinson625,433,4
3079,cindyherrera610,301,2
6034,xui5glwf,420,3
5883,robertsquires205,335,3
6264,joenordahl56,115,3
5444,qi2945bg,433,4
4452,zy8wkbud,334,2
9302,robbigriffey403,348,2
4407,gaj5vmq8,219,2
9862,michelleduboise89,178,3
5192,theresasusko508,266,3
4148,brendagardner38,92,2
5923,1xob34e9,64,5
5898,alicejenkins754,102,4
4209,85on9o2q,166,5
9505,yvettenavarro749,257,2
7855,lauriealtmann986,243,5
8181,chrisbarnes863,346,5
6356,8bj6cagg,116,5
3503,margueriteberk603,359,2
188,anthonywiersma368,121,4
2654,mariadyal731,385,4
5579,barbarapercell494,398,5
3679,andrewotey722,64,5
3398,a8kvfb9j,88,5
986,leonsphon129,119,2
5482,sharonbarnes588,393,2
8689,craigdean14,4,4
9831,berylross109,298,3
3283,jenniferburke487,410,2
4432,cassandragonzales253,224,5
8509,lindaklocke411,379,4
987,o3ptzgwm,382,2
9795,eya5kdii,255,5
90,chadpetit308,269,3
5034,paulinepugh204,213,3
9978,kateshevlin559,228,3
2563,billyjackson469,126,5
3913,1nrn4hyi,192,5
1470,i72qhbbl,376,4
8428,williamwickline216,183,5
141,uz3xc5lo,129,4
142,elizabethdean168,303,4
9224,qesoa581,296,3
563,johngreen828,213,3
1997,jameslorber372,237,5
7900,mrjpud16,99,4
6924,richardhull332,88,4
6574,calebphillips838,148,3
9719,sarakutchera91,13,2
8,emmettmeyers315,377,5
9056,74dfzqrf,183,4
3485,donalddiggins1,247,4
9273,kyxjcgo4,31,3
7320,charleneharris406,298,4
96,margaretvillarreal235,290,4
5795,sarahtarpey418,385,5
1078,franciscawatkins227,77,5
8196,dariohargrove181,107,2
1018,emilysalazar209,77,3
2749,4gaex4aq,158,5
9236,wadegordon602,301,3
872,carriehisaw942,290,2
9518,christophermolon255,322,5
4107,tracybarker230,306,4
3161,patriciapalmore214,98,5
4374,rauldubois29,235,4
3704,annamoody410,45,2
3801,buddyrivera468,173,3
2548,carlswindle192,306,2
2342,gregorybuchner679,393,5
8243,davidbeggs75,395,5
9292,williampollard536,89,3
5375,vanphelps256,433,4
4553,reneekimbrough694,143,5
4616,x5bfugju,275,3
7727,andrewhartsell56,25,5
9399,johnwagner984,98,2
5525,georgewatkins135,130,3
9648,charlottecote520,223,5
8629,k89ok2s8,368,2
3931,troymartirano412,164,5
398,andrewhuddleston863,267,4
9101,sammynelson505,202,3
9156,williamabrams704,56,2
5117,s9sd8ye9,30,3
9255,xakkwzid,238,3
7397,jenniferburmside127,294,4
4318,9dem9mhr,402,3
4743,alansmith48,196,4
5666,elmerburruss589,406,4
6654,pwnxgzth,55,4
4836,arthurenglehart977,30,3
7241,joseelmer451,246,5
3939,annadixon582,402,3
4968,harriettwoodward49,30,2
2289,deborahcrawford281,310,4
2545,dorisperez898,417,4
4232,dorothystevens393,304,4
5845,jameswashington246,206,3
6378,raphaelhaveman597,211,3
6771,clarasharpton501,28,5
1313,maryanglin477,264,3
5840,kellyjohnson418,242,3
7771,jefferymaldonado590,403,3
2986,lindacohen693,253,4
5172,darlenemiley104,265,4
9418,alexanderheard311,331,4
7839,om3n0y3c,188,4
7790,2g1ug9g0,54,3
1541,z8musu0u,420,5
5347,thomaschandler780,416,4
3102,danieljones508,378,5
5740,tbas6lql,233,4
7382,derekcervantes608,95,5
7992,darlasmall743,105,2
3231,brendacrawford678,233,5
9883,robertvessels209,204,2
6397,deborahreardon851,225,5
8816,donaldhaggerty237,204,2
1425,beverlyvickers192,341,5
3556,romonabuckner247,145,3
3057,lauralevin966,36,4
2577,katherineboyce320,168,5
6421,jeffreyfulcher539,12,2
6908,ruthreed318,134,5
1695,taraharper736,280,4
8821,cynthiacrosby25,236,4
9752,nicholaswitt421,95,5
1429,emilyvannatten382,344,3
2257,leostevens584,18,5
3247,markjohnson842,42,3
3577,kylerodman598,90,5
6788,macychauarria418,280,5
5084,nelk9kw3,75,4
9846,b70go9ac,63,5
342,billbell665,205,5
1162,xd7kfvxv,268,3
6333,nkydkfgi,234,3
8544,davidmadera146,284,3
572,joanhuffman652,405,3
6110,jennifersuggs950,230,4
6085,louismillard95,197,3
3935,sherribryant52,339,3
1697,louiecalhoun224,159,2
3395,davidyoung77,77,2
7454,mikemccrae311,23,2
4508,phyllislutz206,67,5
822,wxchcxtf,35,4
4864,shirleyuvalle432,229,2
9892,karenbullins902,226,2
9517,donnamedrano755,310,3
511,louisecardenas496,430,3
6154,leslietaylor966,107,3
9457,12tang8g,37,5
3650,jamesparks237,322,5
9879,enriquebarnett819,109,2
4085,cherylyoung611,341,4
279,jameslatham584,206,2
5690,stevenwilkins392,97,4
1380,ferminbundy105,41,3
7880,robertdigiovanni854,355,4
9358,debbietucker586,82,2
4088,nzia3mjb,376,4
1917,9b5yf8ug,406,4
5066,kathleengrey65,186,4
8412,joesapp636,88,3
6861,prestonnewman252,378,2
8967,nickmosley296,151,5
3855,uqukpsxv,149,2
9646,lynnsheldon63,6,5
4397,patriciamugleston419,150,2
4313,cathyjohnson839,11,3
2309,dx1u4wkn,127,3
193,ramonamitchell775,6,2
711,andreabrewster784,5,5
5762,geraldinebridges420,236,2
6591,josephwilcox471,429,3
7010,dianefitz113,194,3
5352,michaelvineyard452,27,2
2322,williampersons91,236,3
315,marileesostre485,49,5
3862,erickamills58,369,5
3003,brandyschneider647,94,5
2728,d39o1wqc,226,4
2796,irenecheek76,274,4
5518,frankcullen665,72,5
5794,zgn2y6qv,183,5
8553,josephcarrier30,265,4
3221,rosawhalen117,301,5
9914,christinestrate820,46,4
5211,glenhiggins115,65,2
5855,virginiaharrison254,203,5
5208,anthonysands41,379,4
1733,victorianelson231,139,4
7906,jannawilcox758,5,5
8070,williamkaiser409,141,2
4513,johnnywilenkin861,312,5
2009,deniselynch862,154,5
4184,inezeaton142,71,5
4259,carlosdennis97,302,3
811,irenecal308,75,5
8121,richardguyton582,30,5
4745,pnyq40nw,52,3
5290,johnport895,27,3
8978,vergiedavis322,102,5
6833,evelynblackwell936,128,2
3465,kathrynsias209,293,5
1933,robertbeaudry886,82,4
8837,wfbhc7rn,402,3
7850,harolddoyle14,98,2
1645,ay4jn1rp,398,2
7887,georgettechapman566,65,2
7997,lh2foisd,398,2
5692,florajacoby975,371,5
6511,franciscolowry685,422,4
1559,jerrylosoya14,214,5
4059,warrenfitzgerald521,20,2
8788,robertpalumbo96,114,5
776,johnjones887,229,2
9475,josephanderson323,56,5
6190,brandysantarelli774,265,4
9616,3tykjryx,129,4
6749,johnsimonis116,75,5
5374,lulaross114,296,2
1461,freddieferguson825,191,2
3186,y75f85dd,156,3
1353,9h41gxzk,177,2
985,t86m3bqx,437,5
1817,roxanneposey973,406,2
9779,catherinethurlow184,290,2
9972,paulaboykin516,163,4
1222,ks3yyjgy,242,3
9448,brittanycollins17,178,2
1877,marciaortiz838,142,5
3017,mb2zbgg5,245,4
829,scotpierce347,67,5
7818,kimberlywilson386,325,3
3843,robertgardner393,422,4
537,javiermesta679,88,2
4870,catherinemorales594,118,4
5835,sandrarhyne499,344,2
9267,lisabloom254,227,4
9897,christineturk947,259,5
8847,janwilson384,376,5
9202,shirleycarrington745,368,3
4949,josefarr844,396,2
8772,jamessweeney968,167,3
4506,annettemiller205,11,2
1345,philipbrown496,230,5
7417,hollylostroh367,54,2
9129,jennifersavitts280,304,3
6385,tmohzl9s,249,5
7714,gi7mwape,96,2
6020,timothyjacobs108,50,2
6976,ddpxcfvb,8,4
834,b9b02vhj,233,3
4597,richardvargo152,362,2
8301,pedronquyen843,173,5
1807,rdzud146,435,5
5869,7v5y3v4z,167,4
2713,is8xtaso,294,2
2999,robertmccoy432,59,3
3304,lucilehenderson917,274,4
8777,karengregory941,186,4
2845,nelsonwilliams140,91,5
7336,ellavanschoick80,328,5
8263,sylviaburton73,371,4
127,richardwright517,171,3
7888,joereynolds52,298,3
1010,8put2rhq,277,3
8379,arthurfackrell834,90,5
5285,audreynegri57,342,5
1245,johnoeltjen719,435,3
7635,4x0fai0i,348,2
3643,kimberlypeoples10,23,5
1594,nathanclyde110,365,5
4154,valarieberkowitz342,340,3
804,matthewanderson883,260,5
6083,williamhelsel936,369,4
2297,denniswatson400,187,4
1064,jamesroselli115,74,3
5819,cynthiaronzoni478,297,4
4312,54pcduf6,21,2
9380,s355xglo,95,3
770,terrymcpartlin574,367,5
2104,ey0byywv,207,4
5123,8vfy45qv,284,2
5468,elsieprater367,321,2
1466,eugenejohnson291,248,2
7613,marlinthorne680,153,5
716,jamesking924,248,4
5274,justincreighton544,355,5
7259,harrietrayborn63,27,3
3429,reneeakins116,239,3
8432,zsvy8grw,434,2
5927,verlachowenhill52,9,4
6918,tabithagarrett866,360,3
4264,7o0atfxk,275,2
6968,h3kdqijb,142,2
2218,patrickfindley209,119,4
2216,od7v0dm0,219,2
2126,joannemonroe641,417,3
3597,t20yi5qy,170,3
1479,johngray116,357,3
9428,joshuahoney937,264,2
8610,horacemohr365,68,2
198,jameskatt609,292,2
4100,ni1tuq44,89,3
4499,richardhunter442,203,4
2775,xsclxqcj,73,2
300,marleneshapiro181,201,3
4546,angiemeachen907,252,2
5327,gloriaellerbee143,434,3
2975,christopherbanks724,275,4
8759,davidalexander30,150,4
6358,wdlsvudf,414,5
9191,coreyvazquez79,67,4
983,michaelmoore251,385,2
4931,nicholehudson59,359,5
2350,aaronmason50,266,4
639,edgarfreeman309,30,4
4001,crystalmonteros650,390,2
7264,sarahconrad38,322,5
2841,bjnerr3u,413,4
276,tammylau959,121,3
7280,terrylapoint937,237,4
7661,heatherrivas288,384,4
8537,lyi1x04v,132,5
1829,lisaculbreth296,26,2
4081,jessicamccurley682,347,3
8683,johnboyer704,121,4
8317,randolphbrown692,167,3
4353,a9uaku3n,270,5
205,robertcarpenter521,16,4
3719,elsiewade626,339,2
2436,l0iy06o9,406,5
9805,r5bkl35q,267,5
9740,karenallen608,384,5
2410,le4pp5qd,371,4
5052,4kzy56ro,19,2
4746,georgeraper698,318,5
4279,virginiagibbons212,104,4
9607,q3cuyxbz,37,2
5446,josecissell157,256,4
9397,dibie2a2,11,3
8075,zdk5isai,134,4
8362,carrollbrickner870,181,2
2158,jamesescobedo998,236,3
5751,k2vslgph,98,5
3783,dawnlevy754,199,3
6498,gabrieldiaz481,410,4
2534,kristalmagana947,33,5
9458,lauriestandre493,237,3
3104,mattiejohnston189,265,4
4717,ernestalcaraz561,78,4
4587,lezliegarrison220,154,5
4759,janicegillespie947,173,5
1495,frclo1xi,414,4
3417,jeankosiorek761,288,4
7107,9y2sdue9,330,3
911,thomaswang488,3,2
145,annespeer727,47,4
8151,lillysosa382,2,3
4779,audratarter319,145,3
1290,davidbowman592,27,4
1931,w53u0s6g,32,2
3968,nntmpua9,70,2
3264,patsycarter835,308,2
2165,jamesolds133,210,4
1142,1ac7x7o5,92,3
9488,jeanstewart9,398,3
8236,marybrown699,279,4
5506,benjaminwyatt67,398,4
7480,arthobbs995,321,3
9787,shebathibodeaux389,262,2
1427,randallchatman177,307,3
8388,rubybriseno5,289,4
555,walterjohnson915,346,2
7642,concepcionwilliams188,371,3
6368,brendaprice59,102,3
6780,jenniferwoodard95,332,2
1758,t6h93y0j,80,5
8797,dttsuwn2,49,4
7109,conradhaney278,375,3
350,gretchenknutson39,71,4
9830,randalldiego31,182,5
6676,thomashoerner718,54,4
458,garymonette795,176,5
7348,marymoss256,197,2
3859,phillipbuehlman967,151,5
9487,gloriastocking789,260,4
131,isaacpauley654,405,5
4227,joycerichards573,8,3
7058,brettnelson761,88,3
9630,danielsingleton715,50,4
8998,amberdominguez749,412,2
9507,robertlove876,147,4
9662,f38w07o0,101,5
8936,edpatton814,357,4
8877,christopherstacy898,272,3
6901,richardmatusz241,413,2
2771,ubjjbidc,185,3
3630,9p8f1k6z,80,5
4068,karengooden195,426,2
9333,carolopteyndt599,245,4
9257,chadsanderson941,46,4
3878,0czlsmw5,184,3
6966,zacharyhubbard622,201,5
284,thomasmyers283,113,2
6760,tommymartinez705,111,4
1104,ashleygroce825,399,3
5771,janetshank915,235,5
715,armandoalbert908,261,2
66,jameswise465,194,5
2901,josephlevitt113,228,2
2388,jefferyshelton447,417,3
9015,krhdh85s,205,3
9871,scottgearhart884,112,3
8982,phillipwilloughby480,42,2
4507,josephrobinson40,168,3
583,virginiacegielski294,327,4
4007,carlherring624,395,2
1945,e7fhsac4,418,4
5646,leontinedenton977,84,2
9604,deborahmoyer26,400,2
4519,mdpysiks,195,4
2190,brianarapa520,34,5
1500,bettylewis414,295,3
8648,5n1dimmi,247,3
2865,lindamarsingill489,344,2
8131,bricekreisher681,203,2
3096,marshallkron898,56,3
3985,zp316n5h,9,3
9536,prjgkjls,38,5
1666,zemafvr5,165,4
2138,lindarossano148,212,3
7323,p8oc1gum,170,5
5578,josebenefield336,331,3
7139,gladysmorton360,124,4
4226,robertblackwell11,38,5
2512,5ka8yfu0,432,4
7024,catherinemorales754,252,5
3299,ronaldtutwiler215,317,3
2403,juliemccrary772,127,5
6919,stuartbranch486,210,5
8652,kkdayebh,333,4
1277,ericgray969,426,5
6483,jeromerens282,151,3
5265,tyronescroggins328,15,4
4460,i9tur5al,430,4
8521,lisawhite664,393,3
4885,lesahart411,382,4
7049,zms98yl7,192,5
7836,josesnyder630,197,5
8557,lenoraurbina245,192,3
6865,nathanstiles365,346,4
6686,samuelchurchill635,213,2
1815,kaylasells196,81,3
9439,richardzellinger226,9,2
5882,williamjarvis158,142,2
8297,alexvoyer140,374,3
6915,joestiegman358,227,5
7143,qbcmwted,202,5
2232,ingridmorell795,429,3
7653,chongtygart887,136,3
5783,3lrkghc1,278,3
7739,marthaharder755,90,2
2493,eerk8rka,21,3
8281,jaycase317,192,2
1349,andrewsalazar395,335,4
8476,taylormeyer614,108,4
5018,maureenking717,67,4
3072,benniejohnson904,404,2
9541,mariosuen735,83,3
2250,raymondtsosie108,302,5
7764,aliciafranco174,425,4
1291,alicemccoy399,22,3
1691,helenbryant279,360,2
5991,donaldrussell997,327,5
5813,erikamitchener501,425,3
5774,ellendalke74,163,2
4770,l7xghjwz,239,4
5531,stephanieaguilar543,375,5
10,gloriagabert467,159,4
9706,nancywilliams257,145,2
5688,sierrapotter694,349,2
8675,horaceleneave814,346,3
7545,josephmerlette30,46,3
785,ericabath310,84,3
7103,kevinsmith579,99,2
1640,8hbl9s08,344,2
8939,marcusgrier954,413,5
5319,kxn3zbbo,411,4
6798,gloriahunt166,147,3
9121,kzbe4q42,121,2
4874,u8g0cru3,373,5
5249,richardswafford545,233,4
964,sandranelson194,64,3
9462,erinbrant986,101,4
7345,nellielazar262,102,2
1406,lloydcotton995,241,4
9024,jonathondillion265,362,2
1261,louisenelson161,427,4
6862,7bm3ln6m,209,3
2816,yo3dyhqv,177,4
7073,marysolis155,88,5
808,tawanaconner444,74,3
4454,thomasharrington675,113,3
9022,samuelconner947,44,2
916,margorivera42,323,2
6105,juanitalittle606,296,2
2017,kafg5xxa,412,5
318,patricktinney243,45,2
3579,ub3n5bv5,179,4
9786,56h2a7du,137,2
4368,jimmybeverly596,54,4
9039,9c06vwv2,420,5
7115,donaldpowell688,139,5
3623,morrismorrison259,315,3
7273,jillnewsome386,78,2
5722,dennisfisher915,62,4
3331,jamesfurstenberg374,244,2
3179,janiceturner897,103,5
4714,carmendixon91,17,3
3866,rochellemcclung22,24,5
4789,michelleborden335,77,3
2621,kellyrossbach406,84,2
6535,daleturner911,68,2
4642,maryfoley90,135,3
3420,minniestevenson559,169,3
3786,nancyolmstead513,435,2
8636,q45i8imu,348,4
5181,jillreeder948,18,5
3226,willardstanley964,197,2
3338,eugeniarosenberger38,113,2
4523,b7fsnolc,124,3
7481,thomasmcmurray774,274,3
5048,cwfcym55,322,4
6180,edwardtinnin25,176,3
144,michaelfitzgerald804,366,2
843,noelleperez803,37,5
830,marymarsh847,242,4
3614,lindathomas36,209,4
7365,0jbdqsra,434,2
2884,shawnharling472,156,4
1880,91ww4tqu,97,5
4687,gregorydodimead559,152,3
367,4xvqq5m4,147,5
7872,kerrykissee781,398,4
9954,patricablair162,336,2
6792,jameshernandez780,18,4
7631,roybanks494,223,3
654,triciadrain74,142,4
7087,sandytorrez234,151,2
4362,matthewgeller440,348,5
8209,nancyparker20,432,2
9937,michaeleveritt123,29,2
1344,martinsalas7,60,4
2353,jeffpoe935,112,5
6383,houstonpokorney626,60,3
4677,lindadavis214,85,4
598,shawnsharpe189,49,3
1013,marygladstone779,165,4
184,thuynoman698,190,3
4080,charlesbarnes507,281,5
4032,sumruiz6,177,4
6239,antoniopropes12,339,3
4191,stephensevillano688,260,4
4489,qidmhu6x,212,4
6303,3n73m29d,240,4
1763,judithbrockman891,307,4
179,20azf3v2,202,3
7955,josephthomas438,384,4
3927,darnellhensley364,6,2
8169,doriswoods136,148,3
3865,8ne262xw,96,2
3954,louistate310,192,4
9681,delmarcaserta415,319,5
3677,paulgarcia288,344,3
4487,katenobel7,200,2
8327,ritamercer264,163,2
2574,kellyhattub278,161,4
346,edwardbahr107,24,2
1662,sharonlancaster91,29,3
4620,gn2c03j0,33,2
9179,tammyres129,66,3
7922,brentferebee213,113,2
2703,larrycoleman326,327,2
7594,brendamahoney330,372,4
376,lesleystults666,378,3
5324,stuartanderson622,219,4
4372,ss6ull6t,98,4
1948,zacharyoneal713,427,5
1185,patriciavega6,264,2
7757,amygum860,91,5
3136,arnoldbeeson347,338,2
7919,josephwestfield100,311,5
4915,joannedrum53,191,5
8182,johnabdul994,53,2
7844,shelbymcginnis271,392,4
5318,joeperez105,299,3
688,josephlowe15,386,3
3009,latonyarainey12,377,4
9596,amandamoreno317,116,3
4343,931p4iub,337,5
8774,5nubi8z2,253,4
8157,richardrodriguez851,326,3
9554,robertplotner815,14,5
7657,patriciamcbride480,328,4
8407,pamelaweiler321,416,5
1144,elizabethmerida489,190,3
630,joanwhite972,371,4
5071,johnprice23,423,3
9408,lorettasmith516,52,3
4765,dondixon297,94,4
6772,jenniferserenil991,250,5
7287,garytalley271,352,2
1280,roserobinson605,183,3
7337,elenajackson875,368,3
8678,jimmyroger565,336,3
2180,oqw20xru,406,5
2407,lauriebeauford565,85,2
9807,patrickgratz70,172,4
9140,evn3k2oo,268,3
1615,hdbhyxf9,89,3
6899,frederickfendler747,206,3
6995,jamesunsworth410,60,2
9980,l7cz3anj,272,4
8238,f1m6fu0y,286,4
1472,jessieramos390,88,5
3252,williamjohnson575,33,4
8319,zpn2je9n,15,2
5485,5cpfgrx4,36,5
8119,theodorewilson228,250,4
729,donaldeggleston318,369,3
8005,terryburdick211,137,3
3515,capricehill981,319,5
3784,carlosspencer606,297,3
3114,johnveras331,251,5
7993,whmeq4bg,162,2
477,emmawatkins471,406,5
2363,joeyweber337,260,5
6202,christopherrosado818,246,3
8048,harrysnell5,280,3
7340,ashleyashurst787,356,3
2558,bobbyrutledge826,167,5
6751,gloriaayala508,4,3
256,orrzur6g,14,5
8331,8bbj5lld,422,3
9153,sandrakillough392,93,3
7810,darlamontgomery212,211,2
5,josephlee997,83,5
4708,johnhamilton105,148,5
1811,matthewgregory79,15,2
6469,herbertburke494,239,3
25,bethanybunting94,49,3
9659,vannessadavis648,421,5
6040,jamesdingler65,300,4
1179,eileenbowen795,323,5
5701,aaronhobbs729,203,3
1611,hollytorrey524,275,5
6367,erindillard740,208,4
9601,shanehoke148,53,5
9819,nancymcdonald964,160,4
2061,lauraburnett668,125,5
7989,michaelmccormick169,173,4
12,teresayip408,308,4
2919,ionewong856,185,3
9004,leowalden332,393,3
4777,williefrazier717,103,5
9074,angelaholtz889,181,5
5650,dwightwaller660,78,3
9678,qbqjcxen,121,3
9904,kathleenmarlowe433,316,4
9789,williamfilmore278,283,2
5916,samualcastille623,374,4
4263,tracysawyer342,369,4
1768,ksfo9uli,311,3
3325,cm8fbz24,48,3
557,ivanweech184,225,5
6240,georgeleis459,123,5
723,louiefeliciano510,81,2
8912,maryannjones905,174,2
2681,x7lr0x13,116,5
3355,wzd4gilr,338,3
5947,scacaxnn,221,2
2315,paulinele7,295,3
697,6dwgy8vr,96,2
5364,jeffbell93,408,2
6988,williamkilmer623,389,5
3469,juanitahaddix717,390,4
9595,veronicaharris674,92,3
1953,caroledwards427,212,5
4675,jimmyprice387,263,2
6667,louistoney513,95,2
8751,adamcheng207,75,5
5500,brandizimmerman458,221,4
441,evahaas823,302,3
4740,sharondavis878,333,2
5559,donroybal384,95,4
1409,michaelmccreery314,158,3
8259,emilylegg338,182,3
7299,15q7hab6,70,4
6019,ernestinegange464,46,3
6614,todmcclanahan433,183,3
7257,sasharuiz464,297,5
6609,johnriddell108,158,2
5687,leonardoallen841,344,4
2835,jessicawhitaker619,163,5
655,loissiddoway200,399,5
4910,ericseltzer682,336,3
8956,johnjordan787,74,4
3898,elizabethpepin916,96,4
7444,kathrynbaron218,358,4
4788,danielhall15,382,4
6556,geneschultz83,28,2
2484,woodrowlemme153,416,4
862,jamescooley825,143,5
3285,kimberlyaronowitz490,353,5
5665,deweyjohnson199,212,3
7725,sherlenehernandez517,288,2
7394,marlenemerchant841,401,4
2507,christopherbrester683,165,2
2452,brentbish160,82,2
3804,tomgideon337,417,4
8673,3wt04co1,83,5
4892,andrewrobinson195,359,3
3616,keithcrawford403,131,5
9285,ellaclinton297,283,5
3268,lindaruck128,92,5
2532,carlasouza256,16,4
7859,ramonadepalma778,190,4
9248,berthadorman954,60,4
8393,katherinemcreynolds204,286,5
4934,josehogsett164,364,3
372,anthonyjenkins890,215,5
6011,janinejones816,90,3
5553,wgai9d8u,110,5
858,76977we0,357,3
2504,nathanieljohnson419,269,4
6074,spencertaylor692,398,2
4511,josephbrown144,168,4
8800,grwmuh10,201,2
3685,ramonbollinger256,228,4
6536,seanjones18,312,5
2673,gizf12m3,397,5
2984,bettywilliam56,144,5
767,rie983fm,168,3
5937,bobbiehaag857,114,2
5716,virgillevine573,202,3
94,pib5gb6a,322,5
4030,francesseaton214,38,4
7055,henryluker1,40,5
6701,margaritalizotte630,267,5
2168,16axtbbv,328,5
6488,5v1l350p,174,3
1609,michaelknedler460,41,4
8715,xu4pm7y3,28,2
793,1v0kpb80,68,5
2269,helensmith818,32,3
7048,garypowell919,291,2
364,debbiefritz673,95,3
4528,ruthweaver564,402,5
9297,29ysxehr,213,3
1055,sandraellis631,193,2
1426,1kcoqk0h,397,4
9138,jarrodbrown694,298,2
2476,ellenabruzzino90,246,3
2528,chuncraft441,386,4
8087,angiebarlage271,41,3
2717,dylzhix9,19,3
2213,benjaminmarino111,124,2
5934,kevintripp221,104,3
3432,edwardguttirez537,300,4
1718,kaseyphillips206,342,5
8513,fj1wy9n2,429,3
5715,leahbriseno263,62,3
9798,michaeljaffe991,123,3
9272,miriamrodriguez792,266,2
281,audreysimmons387,418,4
7713,rhondaelder808,272,2
2498,judyparks786,434,3
6142,felicebalke688,323,3
7794,michelemyers130,294,2
1752,normanwilliams554,164,4
6401,davidharris563,373,2
2944,davidlischak685,200,5
6903,coreychan578,2,2
5693,jennifermurphy733,431,4
319,katherinewaage924,207,2
3327,barbaragross705,317,3
4851,e7h4aydl,196,5
2661,garykatz290,71,4
5121,vkum9ow8,373,3
4550,ebonyjones450,45,3
2176,5ia33udi,120,2
9699,peterbuttaro333,83,2
7824,eddaschroeder703,76,2
1514,chrisbell618,216,4
1683,catherinemozie360,400,4
1471,i7l7fdrb,219,2
912,danarodriguez424,172,2
2908,charlesgragg701,323,4
1014,sharonalbright518,269,3
